	1N	1T	2T	3N	3T	4N	5N	5T
Hoxc5	0	0	0	0	0	0	0	0
Hoxc6	0	0	0	0	0	0	0	0
Hoxc8	0	0	0	0	0	0	0	0
Hoxc9	0	0	0	0	0	0	0	0
Hoxd1	0	0	0	0	0	0	0	0
Hoxd10	0	7	0	4	4	4	3	0
Hoxd11	2	26	0	6	2	4	18	0
Hoxd12	2	18	0	1	0	0	0	0
Hoxd13	4	97	0	26	28	26	28	0
Hoxd3	0	0	0	0	0	0	0	0
Hoxd3os1	0	0	0	0	0	0	0	0
Hoxd4	0	0	0	0	0	0	0	0
Hoxd8	0	4	0	0	0	0	0	0
Hoxd9	0	1	0	2	2	2	2	0
Hp	2	20	36	2	24	0	6	47
Hp1bp3	40	66	87	71	63	34	63	74
Hpca	0	0	0	0	1	0	0	0
Hpcal1	20	8	16	46	20	29	50	8
Hpcal4	0	0	0	0	0	2	6	0
Hpd	12	2	9	13	2	19	19	4
Hpdl	4	0	7	2	0	10	5	0
Hpgd	52	3	10	22	4	51	89	4
Hpgds	4	12	6	4	7	8	0	4
Hpn	2	7	2	8	4	2	6	4
Hprt	30	44	35	26	34	28	35	27
Hps1	8	10	9	12	10	10	9	16
Hps3	2	7	18	2	4	0	2	6
Hps4	8	12	4	7	6	17	19	12
Hps5	54	14	17	49	16	26	30	12
Hps6	0	4	0	4	2	8	2	6
Hpse	10	18	17	10	12	4	12	6
Hpse2	0	0	2	0	0	0	0	0
Hpx	0	0	0	0	0	0	0	0
Hr	18	69	35	28	48	18	20	38
Hras	10	20	26	21	24	24	26	33
Hrasls	0	0	0	0	0	0	0	0
Hrasls5	0	0	0	0	0	0	0	0
Hrc	0	0	0	2	0	4	0	0
Hrct1	0	0	0	0	0	0	0	0
Hrg	0	3	0	0	0	2	0	0
Hrh1	4	0	0	4	0	10	6	2
Hrh2	0	0	0	0	0	0	0	0
Hrh3	0	0	0	0	0	0	0	0
Hrh4	0	0	0	0	0	0	0	0
Hrk	0	0	0	0	0	0	0	0
Hrnr	0	0	0	0	0	0	0	0
Hrsp12	4	6	4	0	4	5	0	10
Hs1bp3	8	11	4	1	2	6	10	9
Hs2st1	6	18	17	15	12	12	18	20
Hs3st1	8	10	10	11	18	4	4	8
Hs3st2	0	0	0	0	0	0	0	0
Hs3st3a1	0	0	0	0	0	0	0	0
Hs3st3b1	18	15	39	11	38	8	8	14
Hs3st4	0	0	0	0	0	0	0	0
Hs3st5	0	0	0	0	0	0	0	0
Hs3st6	0	0	0	0	0	0	0	0
Hs6st1	78	74	79	61	75	92	82	82
Hs6st2	0	0	0	0	0	0	0	0
Hs6st3	0	0	0	0	0	0	0	0
Hsbp1	34	42	20	28	30	27	33	31
Hsbp1l1	2	4	2	0	4	0	4	0
Hscb	6	2	2	8	2	4	8	2
Hsd11b1	4	0	0	0	0	0	0	2
Hsd11b2	171	15	34	118	6	180	283	16
Hsd17b1	0	2	0	0	0	0	0	0
Hsd17b10	10	26	10	12	34	8	24	12
Hsd17b11	61	24	30	52	40	48	71	10
Hsd17b12	58	39	47	42	71	38	36	40
Hsd17b13	0	0	0	2	0	3	0	0
Hsd17b14	0	0	0	0	0	0	2	0
Hsd17b2	42	9	20	45	8	36	30	2
Hsd17b3	0	0	0	0	2	0	0	0
Hsd17b4	43	38	49	20	48	26	35	37
Hsd17b6	0	0	1	0	0	0	0	0
Hsd17b7	16	16	23	16	18	28	8	14
Hsd3b1	2	0	0	0	0	0	0	0
Hsd3b2	6	0	0	0	0	1	2	0
Hsd3b3	26	0	0	12	2	24	19	2
Hsd3b4	0	0	0	0	0	0	0	0
Hsd3b5	0	0	0	0	0	0	0	0
Hsd3b6	0	0	0	0	0	0	0	0
Hsd3b7	15	43	23	14	30	8	23	49
Hsdl1	2	26	0	6	8	6	10	10
Hsdl2	10	22	10	8	14	12	12	16
Hsf1	31	24	16	19	15	14	18	10
Hsf2	4	7	16	0	8	0	2	11
Hsf2bp	0	0	0	2	0	2	0	4
Hsf3	0	0	0	0	0	0	0	0
Hsf4	0	0	3	0	0	2	2	0
Hsf5	0	0	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0	0	0
Hsh2d	0	2	2	0	0	2	2	0
Hsp90aa1	86	148	151	113	210	56	76	209
Hsp90ab1	578	1011	939	517	1316	408	507	1244
Hsp90b1	311	277	343	258	292	204	234	349
Hspa12a	2	4	9	12	4	4	19	11
Hspa12b	0	0	2	0	2	0	2	0
Hspa13	23	20	28	32	13	10	31	26
Hspa14	8	22	20	12	35	6	11	16
Hspa1a	2	0	0	0	10	2	2	6
Hspa1b	2	3	2	10	7	10	6	8
Hspa1l	4	0	4	0	0	0	2	4
Hspa2	5	10	6	4	12	0	5	6
Hspa4	97	157	124	85	148	85	95	181
Hspa4l	14	28	31	9	24	14	20	28
Hspa5	283	200	340	297	269	238	264	372
Hspa8	620	764	732	550	892	438	498	988
Hspa9	119	156	168	99	150	86	102	146
Hspb1	2	27	10	2	37	4	0	35
Hspb11	0	8	2	2	2	6	4	6
Hspb2	0	0	0	0	0	0	0	0
Hspb3	0	0	0	0	0	0	0	0
Hspb6	0	2	0	0	4	0	4	4
Hspb7	0	2	0	0	0	0	0	0
Hspb8	4	8	8	3	14	0	4	29
Hspb9	0	0	0	0	0	0	0	0
Hspbap1	0	25	3	0	8	8	2	13
Hspbp1	14	18	18	8	34	4	14	30
Hspd1	107	138	121	106	171	92	96	174
Hspe1	20	36	33	29	38	13	18	50
Hspg2	38	122	176	34	104	38	53	154
Hsph1	30	36	74	34	58	24	18	62
Htatip2	13	14	10	4	13	18	4	5
Htatsf1	13	25	22	19	10	10	12	27
Htr1a	0	0	0	0	0	0	0	0
Htr1b	0	0	0	0	0	0	0	0
Htr1d	0	0	0	0	0	0	0	0
Htr1f	0	0	0	0	0	0	0	0
Htr2a	0	0	0	0	0	0	0	0
Htr2b	0	0	0	0	0	2	0	0
Htr2c	0	0	0	0	0	0	0	0
Htr3a	0	0	0	0	0	0	0	0
Htr3b	0	0	0	0	0	0	0	0
Htr4	11	0	0	26	0	7	12	0
Htr5a	2	0	0	0	0	0	0	0
Htr5b	0	0	0	0	0	0	0	0
Htr6	0	0	0	0	0	0	0	0
Htr7	0	0	0	0	0	0	0	0
Htra1	17	145	81	14	137	9	48	128
Htra2	2	4	6	12	5	8	8	4
Htra3	0	12	14	8	5	2	4	8
Htra4	0	2	0	0	0	0	0	0
Htt	22	50	49	32	56	25	39	55
Hunk	16	46	16	18	53	15	26	53
Hus1	2	8	7	0	8	2	0	9
Hus1b	0	0	0	0	0	0	0	0
Huwe1	191	356	251	177	321	156	231	262
Hvcn1	2	4	6	0	5	0	2	0
Hyal1	1	4	0	0	0	0	1	10
Hyal2	19	22	20	11	32	19	16	47
Hyal3	0	0	0	0	1	0	0	0
Hyal4	0	0	0	0	0	0	0	0
Hyal5	0	0	0	0	0	0	0	0
Hyal6	0	0	0	0	0	0	0	0
Hydin	4	0	6	0	4	2	0	4
Hyi	0	0	2	2	0	4	5	2
Hykk	0	2	0	6	0	0	0	0
Hyls1	2	0	2	0	6	4	0	2
Hymai	0	0	0	0	0	0	0	0
Hyou1	97	97	103	56	106	59	86	131
Hypk	12	20	27	20	31	20	14	18
Hypm	0	0	0	0	0	0	0	0
I730028E13Rik	0	0	0	0	0	0	0	0
I730030J21Rik	0	0	0	2	0	0	0	0
I830077J02Rik	0	0	0	0	0	0	2	2
Iah1	7	5	6	7	4	9	11	6
Iapp	0	0	0	0	0	0	0	0
Iars	43	76	46	35	71	25	22	69
Iars2	38	52	36	34	48	45	44	49
Iba57	12	16	8	7	12	0	4	20
Ibsp	0	2	0	0	0	0	0	0
Ibtk	52	32	70	42	34	34	39	42
Ica1	13	6	10	23	10	12	8	8
Ica1l	0	0	0	0	0	0	0	0
Icam1	4	19	12	6	32	6	4	18
Icam2	0	0	0	4	2	0	0	0
Icam4	0	0	0	0	0	0	0	1
Icam5	0	0	0	0	0	0	0	0
Ice1	40	42	23	29	54	24	24	37
Ice2	2	14	6	4	10	12	10	4
Ick	34	15	58	68	36	65	75	29
Icmt	30	49	50	29	60	38	40	40
Icos	0	0	6	2	0	2	0	2
Icosl	10	14	2	2	4	8	6	2
Ict1	5	16	12	7	8	10	12	16
Id1	72	90	70	80	91	133	53	92
Id2	9	14	14	6	39	0	10	30
Id3	32	89	38	52	99	30	55	90
Id4	0	2	0	2	1	0	0	1
Ide	29	25	83	36	50	30	12	38
Idh1	70	108	123	69	106	77	115	62
Idh2	42	84	36	43	63	22	38	41
Idh3a	61	91	70	60	79	74	58	86
Idh3b	85	53	48	70	23	59	54	45
Idh3g	48	51	40	41	41	43	27	46
Idi1	42	12	24	20	26	19	16	17
Idi2	0	0	0	0	0	0	0	0
Idnk	7	8	11	0	16	14	14	8
Ido1	14	2	34	10	2	2	12	0
Ido2	0	0	0	0	0	2	0	0
Ids	23	32	24	14	21	30	45	20
Idua	4	19	20	6	10	2	8	21
Ier2	29	33	10	20	39	36	42	22
Ier3	8	36	19	12	39	8	18	47
Ier3ip1	20	8	17	15	9	10	14	20
Ier5	24	22	25	16	30	25	33	28
Ier5l	2	32	18	2	10	0	2	14
Iffo1	4	0	0	0	4	0	0	5
Iffo2	24	79	28	20	53	24	16	50
Ifi202b	0	0	0	0	0	0	0	0
Ifi203	4	0	8	8	10	0	0	6
Ifi204	0	4	6	0	0	0	4	0
Ifi205	0	0	0	0	0	0	0	0
Ifi27	14	4	7	7	10	8	13	7
Ifi27l2a	2	0	2	2	1	0	0	2
Ifi27l2b	53	4	28	36	6	43	49	8
Ifi30	40	20	31	28	22	40	20	22
Ifi35	13	10	8	7	3	9	2	7
Ifi44	2	0	4	4	2	9	6	0
Ifi44l	0	0	0	0	0	0	0	0
Ifi47	4	10	10	10	6	10	2	13
Ifih1	40	12	28	32	21	54	31	12
Ifit1	18	4	24	4	4	12	16	0
Ifit1bl1	128	8	162	121	20	192	87	10
Ifit1bl2	16	2	0	4	0	0	6	0
Ifit2	22	8	50	8	28	12	10	13
Ifit3	4	0	0	2	0	2	3	2
Ifit3b	4	0	2	4	2	4	4	0
Ifitm1	10	38	70	16	145	2	16	131
Ifitm10	0	4	0	0	0	0	0	0
Ifitm2	34	138	75	40	116	22	48	134
Ifitm3	52	293	130	40	262	28	54	244
Ifitm5	0	0	0	0	0	0	0	5
Ifitm6	0	0	0	0	4	0	0	2
Ifitm7	0	0	0	0	0	0	0	0
Ifltd1	0	0	0	0	0	0	0	0
Ifna1	0	0	0	0	0	0	0	0
Ifna11	0	0	0	0	0	0	0	0
Ifna12	0	0	0	0	0	0	0	0
Ifna13	0	0	0	0	0	0	0	0
Ifna14	0	0	0	0	0	0	0	0
Ifna15	0	0	0	0	0	0	0	0
Ifna16	0	0	0	0	0	0	0	0
Ifna2	0	0	0	0	0	0	0	0
Ifna4	0	0	0	0	0	0	0	0
Ifna5	0	0	0	0	0	0	0	0
Ifna6	0	0	0	0	0	0	0	0
Ifna7	0	0	0	0	0	0	0	0
Ifna9	0	0	0	0	0	0	0	0
Ifnab	0	0	0	0	0	0	0	0
Ifnar1	19	37	35	8	30	18	29	58
Ifnar2	2	14	28	10	14	2	0	14
Ifnb1	0	0	0	0	0	0	0	0
Ifne	0	0	0	0	0	0	0	2
Ifng	0	0	0	0	0	0	0	0
Ifngr1	103	50	86	108	32	129	111	39
Ifngr2	55	81	85	34	71	59	83	106
Ifnk	0	0	0	0	0	0	0	0
Ifnl2	0	0	0	0	0	0	0	0
Ifnl3	0	0	0	0	0	0	0	0
Ifnlr1	10	20	6	10	18	17	8	8
Ifnz	0	0	0	0	0	0	0	0
Ifrd1	24	12	32	13	11	22	27	20
Ifrd2	22	10	39	21	22	22	13	23
Ift122	4	13	10	4	14	1	9	8
Ift140	16	18	14	17	16	14	14	12
Ift172	10	30	18	23	11	15	16	28
Ift20	12	6	16	6	16	20	10	14
Ift22	0	6	2	2	16	2	2	4
Ift27	0	4	8	0	6	2	8	4
Ift43	6	10	4	4	4	12	2	0
Ift46	16	8	6	9	15	8	6	16
Ift52	20	27	20	26	27	15	12	25
Ift57	0	4	5	2	8	0	0	8
Ift74	4	12	6	4	10	2	2	10
Ift80	3	7	4	6	11	2	0	8
Ift81	4	6	10	2	12	3	0	2
Ift88	10	6	0	0	20	7	6	8
Igbp1	12	21	19	54	10	16	10	22
Igbp1b	0	0	0	0	0	0	0	0
Igdcc3	0	0	0	0	0	0	0	0
Igdcc4	18	2	12	8	4	28	22	0
Igf1	14	34	46	8	37	2	4	24
Igf1r	6	17	30	2	24	8	23	10
Igf2	2	2	0	0	2	0	2	8
Igf2bp1	0	0	0	0	0	0	0	2
Igf2bp2	11	7	4	10	6	16	10	0
Igf2bp3	0	0	0	4	2	0	2	0
Igf2os	0	0	0	0	0	0	0	0
Igf2r	77	82	70	99	123	80	72	165
Igfals	0	0	0	0	0	2	0	0
Igfbp1	0	0	0	0	0	0	0	0
Igfbp2	0	0	0	0	0	0	0	0
Igfbp3	9	34	35	14	36	0	20	45
Igfbp4	62	258	296	59	249	21	65	298
Igfbp5	55	208	426	69	248	31	42	325
Igfbp6	2	0	0	0	0	0	2	2
Igfbp7	29	108	165	54	83	8	44	128
Igfbpl1	0	0	0	0	0	0	2	0
Igfl3	0	0	0	0	0	0	0	0
Igflr1	4	2	1	5	10	3	6	2
Igfn1	0	0	0	0	0	2	2	2
Ighmbp2	6	6	10	6	10	2	2	8
Igip	6	12	0	6	10	8	12	6
Igll1	0	0	0	0	0	0	0	0
Iglon5	0	0	1	0	0	0	0	0
Igsf1	0	0	0	0	0	0	0	0
Igsf10	0	8	8	5	9	4	4	6
Igsf11	4	8	0	0	6	6	4	12
Igsf21	0	0	0	0	0	2	0	0
Igsf23	12	12	30	11	5	8	12	10
Igsf3	16	28	26	22	22	18	23	13
Igsf5	32	20	31	12	15	20	20	17
Igsf6	0	2	6	0	7	0	2	7
Igsf8	17	40	38	7	35	30	22	28
Igsf9	50	46	30	50	50	46	54	46
Igsf9b	6	0	4	2	2	0	4	0
Igtp	12	14	35	8	12	12	8	5
Ihh	35	36	37	33	39	43	38	42
Iigp1	9	10	38	6	16	8	0	8
Ik	50	44	52	26	47	31	46	48
Ikbip	8	8	12	12	6	4	15	2
Ikbkap	10	34	16	15	28	10	16	19
Ikbkb	21	82	44	25	55	34	40	61
Ikbke	11	18	27	32	19	26	33	16
Ikbkg	16	26	45	27	36	22	8	47
Ikzf1	0	2	3	2	6	2	2	8
Ikzf2	4	2	10	4	0	4	11	4
Ikzf3	0	0	4	6	0	2	0	4
Ikzf4	0	5	0	0	0	0	0	0
Ikzf5	10	12	12	14	12	10	8	18
Il10	0	0	0	0	0	0	2	0
Il10ra	0	2	21	4	2	2	4	2
Il10rb	36	18	27	36	22	42	19	14
Il11	0	4	2	0	10	0	0	26
Il11ra1	3	6	10	6	12	2	2	8
Il11ra2	0	0	0	0	0	0	0	0
Il12a	0	0	0	0	0	0	0	0
Il12b	0	0	0	2	0	0	0	0
Il12rb1	2	0	0	0	2	0	0	2
Il12rb2	0	0	0	0	0	0	0	2
Il13	0	0	0	0	0	0	0	0
Il13ra1	69	32	54	98	39	70	57	29
Il13ra2	0	0	0	0	0	0	0	2
Il15	2	4	0	2	0	8	1	5
Il15ra	1	0	4	6	0	2	2	4
Il16	8	0	6	2	2	0	0	2
Il17a	0	0	0	0	2	0	0	2
Il17b	0	0	0	0	0	0	0	0
Il17c	0	0	2	0	0	0	0	0
Il17d	0	5	1	0	3	5	6	2
Il17f	0	0	0	0	0	0	0	0
Il17ra	2	6	12	1	19	11	8	17
Il17rb	0	2	0	2	2	2	2	4
Il17rc	51	20	28	70	6	73	44	14
Il17rd	2	15	14	4	27	8	4	34
Il17re	2	2	0	16	2	2	19	2
Il18	28	28	15	32	8	27	34	20
Il18bp	5	2	10	2	2	2	10	0
Il18r1	0	0	1	2	2	0	0	6
Il18rap	2	2	6	0	4	0	0	6
Il19	0	0	0	0	0	0	0	0
Il1a	0	0	2	0	4	0	0	7
Il1b	0	2	14	6	35	2	16	30
Il1bos	0	0	0	0	0	0	0	0
Il1f10	0	0	0	0	0	0	0	0
Il1f5	0	0	0	0	0	0	0	0
Il1f6	0	0	0	0	0	0	0	0
Il1f8	0	0	0	0	0	0	0	0
Il1f9	0	2	0	0	2	0	0	2
Il1r1	5	40	50	21	24	4	6	28
Il1r2	0	4	8	2	3	0	0	2
Il1rap	0	6	8	4	6	0	10	8
Il1rapl1	0	0	0	0	0	0	0	0
Il1rapl2	0	0	0	0	0	0	0	0
Il1rl1	8	44	49	6	107	8	18	99
Il1rl2	2	0	2	0	4	0	2	0
Il1rn	42	42	58	45	25	26	64	42
Il2	0	0	0	0	0	0	0	0
Il20	0	0	0	0	0	0	0	0
Il20ra	2	0	0	0	0	0	0	0
Il20rb	0	0	0	0	6	0	4	0
Il21	0	0	0	0	0	0	0	0
Il21r	2	2	2	2	2	0	0	0
Il22	0	0	0	0	0	0	0	0
Il22ra1	67	8	44	30	7	63	36	4
Il22ra2	2	0	0	2	0	0	0	0
Il23a	0	0	0	0	6	2	2	13
Il23r	0	2	0	0	2	0	0	4
Il24	0	0	0	0	0	0	0	0
Il25	0	0	0	0	0	0	0	0
Il27	0	0	0	0	0	0	0	0
Il27ra	0	3	6	0	0	0	0	4
Il2ra	0	2	0	0	2	4	0	2
Il2rb	4	2	14	0	0	0	0	8
Il2rg	2	4	12	6	2	0	2	14
Il3	0	0	0	0	0	0	0	0
Il31	0	0	0	0	0	0	0	0
Il31ra	0	0	0	0	0	0	0	0
Il33	2	22	14	4	15	0	6	34
Il34	0	4	2	4	4	10	6	6
Il3ra	3	0	2	6	0	0	4	6
Il4	0	0	0	0	0	0	0	0
Il4i1	0	0	0	0	0	0	0	0
Il4ra	32	55	71	37	74	35	26	48
Il5	0	0	0	0	0	0	0	0
Il5ra	0	0	4	2	0	0	0	0
Il6	0	0	0	0	0	0	0	0
Il6ra	2	0	9	6	2	0	2	0
Il6st	19	61	89	31	62	13	20	50
Il7	0	2	5	0	0	6	0	0
Il7r	0	6	18	2	6	0	0	0
Il9	0	0	0	0	0	0	0	0
Il9r	0	0	0	2	0	0	0	0
Ildr1	123	10	61	101	26	132	113	16
Ildr2	0	0	0	2	0	0	0	6
Ilf2	26	48	16	33	38	10	20	42
Ilf3	18	38	31	28	49	8	17	59
Ilk	6	28	38	22	38	18	21	22
Ilkap	27	33	24	13	30	21	20	30
Iltifb	0	0	0	0	0	0	0	0
Ilvbl	21	14	19	42	19	27	35	15
Immp1l	12	4	15	0	8	2	13	8
Immp2l	0	0	0	0	0	2	0	1
Immt	89	61	55	67	65	76	69	77
Imp3	16	26	14	26	16	14	10	32
Imp4	12	26	10	16	14	8	3	18
Impa1	34	47	38	44	24	26	41	39
Impa2	4	1	2	8	2	2	4	7
Impact	4	2	6	6	18	9	12	10
Impad1	32	33	44	61	40	50	40	49
Impdh1	18	10	20	13	12	6	10	22
Impdh2	44	35	58	34	77	18	26	60
Impg1	0	0	0	0	0	0	0	0
Impg2	0	2	0	0	0	0	2	2
Ina	0	0	0	0	0	0	0	0
Inadl	38	60	39	53	44	34	51	38
Inafm1	7	2	0	8	2	10	4	4
Inafm2	18	16	6	6	22	4	8	6
Inca1	0	0	0	0	0	0	0	2
Incenp	7	39	28	12	42	13	22	58
Inf2	36	25	29	12	66	39	8	34
Ing1	12	16	18	4	29	12	9	30
Ing2	3	6	2	2	6	6	2	10
Ing3	4	9	2	8	8	5	10	18
Ing4	24	25	34	34	26	17	22	48
Ing5	15	14	4	4	16	13	6	22
Inha	0	0	0	0	0	0	0	0
Inhba	0	8	6	0	12	0	2	10
Inhbb	2	27	18	4	8	0	8	9
Inhbc	0	0	0	0	0	0	0	0
Inhbe	0	0	0	0	0	0	0	0
Inip	6	18	8	2	8	8	4	21
Inmt	0	0	0	0	0	0	0	0
Ino80	20	24	14	26	22	24	4	16
Ino80b	1	12	8	6	8	2	5	10
Ino80c	22	10	14	10	14	22	14	20
Ino80d	27	65	49	27	52	41	24	46
Ino80dos	0	4	0	0	0	0	4	0
Ino80e	8	11	10	2	11	2	6	7
Inpp1	6	2	10	5	0	4	7	2
Inpp4a	4	11	10	8	8	12	6	8
Inpp4b	6	8	8	12	10	8	4	5
Inpp5a	16	8	12	19	4	10	18	11
Inpp5b	14	29	22	19	18	17	22	12
Inpp5d	8	10	29	4	19	8	10	19
Inpp5e	2	16	13	8	12	8	8	8
Inpp5f	12	12	14	12	6	1	14	10
Inpp5j	51	26	28	43	8	71	47	10
Inpp5k	6	16	13	13	15	6	26	18
Inppl1	44	45	26	61	67	54	63	24
Ins1	0	0	0	0	0	0	0	0
Ins2	0	0	0	0	0	0	0	0
Insc	0	0	0	0	0	0	0	0
Insig1	72	34	32	76	32	41	44	24
Insig2	18	7	11	14	4	12	24	8
Insl3	0	0	2	2	2	0	0	0
Insl5	28	0	0	33	2	25	78	2
Insl6	6	0	4	0	2	0	0	1
Insm1	0	0	0	2	0	10	4	0
Insm2	0	0	0	0	0	0	0	0
Insr	34	37	24	41	30	66	56	62
Insrr	5	0	0	6	6	2	4	0
Ints1	31	63	42	24	70	39	12	55
Ints10	28	14	13	24	14	13	12	17
Ints12	8	18	8	6	16	8	2	2
Ints2	20	15	26	11	29	10	14	30
Ints3	37	35	32	24	38	40	36	48
Ints4	28	32	32	10	28	16	29	34
Ints5	12	23	10	22	19	10	20	16
Ints6	11	13	10	6	17	16	5	15
Ints7	7	48	39	14	40	17	26	31
Ints8	18	26	20	7	19	7	11	23
Ints9	4	16	12	0	10	14	6	8
Intu	6	4	0	3	18	12	2	0
Invs	2	4	6	2	2	4	0	8
Ip6k1	71	52	47	68	54	46	57	53
Ip6k2	15	20	20	10	39	12	14	23
Ip6k3	0	0	0	0	0	0	0	0
Ipcef1	0	0	2	2	4	0	0	0
Ipmk	112	24	75	107	28	131	112	37
Ipo11	2	18	20	4	24	12	0	16
Ipo13	20	16	19	14	19	16	8	24
Ipo4	10	26	14	13	45	12	24	59
Ipo5	43	68	73	25	104	57	39	86
Ipo7	61	64	68	28	93	34	46	102
Ipo8	30	31	28	21	34	23	16	18
Ipo9	27	38	30	14	40	8	20	43
Ipp	4	8	4	5	0	6	2	2
Ippk	2	12	8	6	16	3	7	7
Ipw	0	0	0	0	0	0	0	0
Iqca	0	0	0	0	0	0	0	0
Iqcb1	0	2	2	0	1	0	2	0
Iqcc	6	12	0	6	8	5	8	3
Iqcd	4	2	0	0	0	2	0	0
Iqce	4	18	9	0	2	8	8	8
Iqcf1	0	0	0	0	0	0	0	0
Iqcf3	0	0	0	0	0	0	0	0
Iqcf4	0	0	0	0	0	0	0	0
Iqcf5	0	0	0	0	0	0	0	0
Iqcf6	0	0	0	0	0	0	0	0
Iqcg	0	0	0	2	2	0	4	0
Iqch	0	0	0	2	0	0	0	4
Iqcj	0	0	0	0	0	0	0	0
Iqck	0	0	0	0	2	0	0	2
Iqgap1	216	263	206	240	221	246	224	217
Iqgap2	204	16	132	218	12	224	189	18
Iqgap3	18	10	22	17	16	8	6	25
Iqsec1	11	24	15	20	28	9	20	27
Iqsec2	15	14	19	18	7	27	22	2
Iqsec3	0	0	2	0	0	0	0	0
Iqub	0	0	0	0	0	0	0	0
Irak1	21	72	40	34	53	31	22	46
Irak1bp1	0	0	2	0	0	0	0	2
Irak2	15	18	24	12	29	18	13	11
Irak3	2	4	4	2	2	0	4	6
Irak4	14	7	12	14	9	16	18	4
Ireb2	46	66	49	26	73	22	40	64
Irf1	64	51	68	105	47	111	81	27
Irf2	18	13	15	23	20	26	23	18
Irf2bp1	18	48	34	24	31	22	23	39
Irf2bp2	60	89	50	47	51	28	42	62
Irf2bpl	34	37	24	22	52	12	21	22
Irf3	38	29	32	21	12	16	42	37
Irf4	0	0	3	6	0	0	4	0
Irf5	4	7	19	4	9	0	6	11
Irf6	96	111	83	80	109	57	93	102
Irf7	55	8	71	29	10	49	51	4
Irf8	29	15	37	35	22	45	29	12
Irf9	34	46	40	14	36	29	20	21
Irg1	0	4	2	4	14	0	2	2
Irgc1	0	0	0	0	0	0	0	0
Irgm1	16	14	32	13	50	20	17	16
Irgm2	18	28	73	22	38	34	10	9
Irgq	18	33	25	26	36	8	31	36
Irs1	8	26	13	6	4	2	10	11
Irs2	12	2	16	6	20	13	12	2
Irs3	0	0	0	0	0	0	0	0
Irs4	0	0	0	0	0	0	0	0
Irx1	0	0	0	0	0	0	0	0
Irx2	0	0	0	0	0	0	0	0
Irx3	0	0	2	0	0	0	0	0
Irx4	1	4	0	0	23	2	2	46
Irx5	0	13	2	4	0	0	0	6
Irx6	0	0	0	0	0	0	0	0
Isca1	21	14	6	12	24	32	20	6
Isca2	8	5	4	8	4	11	1	6
Iscu	2	8	21	11	9	16	22	12
Isg15	8	4	26	4	8	6	2	2
Isg20	6	8	8	12	2	8	2	8
Isg20l2	16	20	26	20	30	13	10	21
Isl1	4	11	2	0	9	0	4	0
Isl2	0	0	0	0	0	0	0	0
Islr	2	2	14	2	0	0	4	4
Islr2	0	8	0	0	2	0	2	0
Ism1	2	8	2	2	0	6	6	4
Ism2	0	0	0	0	0	0	0	0
Isoc1	18	20	30	14	16	18	6	17
Isoc2a	6	6	0	8	5	6	10	8
Isoc2b	0	0	8	6	8	2	8	8
Ispd	2	0	2	0	4	2	2	2
Israa	0	0	0	0	0	0	0	0
Ist1	61	60	65	63	61	73	61	56
Isx	21	0	8	18	0	18	5	0
Isy1	14	30	19	14	12	14	3	8
Isyna1	41	50	35	29	65	18	12	53
Itch	50	51	28	48	36	46	50	17
Itfg1	26	36	42	30	24	36	36	20
Itfg2	8	16	12	4	18	2	7	8
Itfg3	125	28	69	80	35	79	116	34
Itga1	4	18	34	4	28	6	14	32
Itga10	2	2	0	2	0	0	0	1
Itga11	2	8	8	0	2	2	4	4
Itga2	14	6	23	10	12	16	4	19
Itga2b	2	2	0	2	4	0	6	4
Itga3	76	73	90	109	69	63	110	58
Itga4	10	6	13	10	10	2	4	4
Itga5	12	24	14	14	45	10	10	37
Itga6	143	290	197	98	219	108	131	212
Itga7	20	4	0	4	1	21	12	4
Itga8	2	0	2	0	2	0	0	0
Itga9	8	12	22	2	14	4	2	18
Itgad	2	0	0	0	0	0	0	0
Itgae	4	6	19	6	2	2	10	2
Itgal	4	14	24	6	16	2	6	6
Itgam	8	15	12	0	12	2	6	6
Itgav	29	38	76	39	69	24	26	53
Itgax	6	23	18	4	10	2	6	10
Itgb1	97	198	191	95	244	75	86	193
Itgb1bp1	2	4	3	1	10	2	4	0
Itgb1bp2	0	0	0	0	0	0	0	2
Itgb2	8	19	19	5	20	0	2	14
Itgb2l	2	2	10	5	5	5	6	0
Itgb3	0	26	40	2	20	0	3	22
Itgb3bp	0	5	0	4	0	2	0	0
Itgb4	134	166	174	100	128	139	249	144
Itgb5	28	46	67	24	25	28	12	48
Itgb6	10	22	30	16	18	21	20	5
Itgb7	2	8	6	15	2	4	2	2
Itgb8	2	0	4	0	2	2	2	2
Itgbl1	0	0	0	0	0	0	0	0
Itih1	0	0	0	0	0	0	0	0
Itih2	2	0	0	5	0	6	4	0
Itih3	0	2	0	0	2	0	0	0
Itih4	0	0	0	0	0	0	0	0
Itih5	112	4	18	135	2	160	204	0
Itk	0	0	2	0	0	2	0	2
Itln1	52	75	193	23	201	22	41	35
Itm2a	0	0	0	0	0	0	0	0
Itm2b	283	168	234	292	209	379	338	174
Itm2c	40	82	99	36	69	24	40	99
Itpa	26	24	36	10	31	16	26	33
Itpk1	93	32	72	82	13	117	95	23
Itpka	4	0	2	2	0	6	2	0
Itpkb	4	14	12	4	20	6	8	22
Itpkc	18	24	6	18	25	30	25	19
Itpr1	16	12	24	14	39	6	17	20
Itpr2	10	28	3	15	4	10	10	10
